300		-19.27682755
310		-19.90102109
320		-20.43000438
330		-20.87755303
340		-21.25450312
350		-21.57020727
360		-21.83367193
370		-22.05248693
380		-22.23250034
390		-22.37926981
400		-22.4974205
410		-22.59063569
420		-22.66217759
430		-22.71521029
440		-22.75224311
441		-22.75513084
442		-22.75791455
443		-22.76055769
444		-22.76304185
445		-22.76538794
446		-22.76767748
447		-22.76985113
448		-22.77387247
449		-22.77576525
450		-22.77753978
451		-22.77920297
452		-22.78075493
453		-22.78216238
454		-22.7834924
455		-22.7846947
456		-22.78576212
457		-22.7867695
458		-22.78766234
459		-22.78845684
460		-22.78910981
461		-22.78967457
462		-22.79014372
463		-22.79050779
464		-22.79080111
465		-22.79097417
466		-22.7910124
467		-22.7910055
468		-22.79086898
469		-22.79067857
470		-22.79037988
471		-22.79000546
472		-22.78955378
473		-22.78897291
474		-22.788338
475		-22.78762752
476		-22.78682209
477		-22.7859631
478		-22.78496746
479		-22.78390458
480		-22.78280396
481		-22.78159866
482		-22.78033229
483		-22.77903442
484		-22.77763506
485		-22.77611085
486		-22.77458213
487		-22.77293521
488		-22.77128086
489		-22.76954544
490		-22.76773279
500		-22.74639239
510		-22.71995148
520		-22.68936097
530		-22.65553696
540		-22.61932422
550		-22.58133781
560		-22.54219702
570		-22.50234469
580		-22.46202696
590		-22.42172895
600		-22.38175636
