300		4.4521049999999995
310		4.466201
330		4.4888514
340		4.498591
360		4.5167112000000005
370		4.5261915
380		4.536687
390		4.5482502
400		4.560536
401		4.56174392
402		4.5630256199999994
403		4.56416441
404		4.565373719999999
405		4.5667354499999995
406		4.56784916
407		4.569059330000001
408		4.57033848
409		4.57146662
410		4.572705399999999
411		4.5738258300000005
412		4.5750581200000005
413		4.5762382399999995
414		4.5772875
415		4.5785082500000005
416		4.57966912
417		4.580745
418		4.5818986399999995
419		4.58300524
420		4.584090000000001
421		4.58514047
422		4.586367739999999
423		4.587473070000001
424		4.5884008000000005
425		4.58951125
426		4.59056748
427		4.591530999999999
428		4.5926240400000005
429		4.59358185
430		4.5946660999999995
431		4.595550429999999
433		4.59756802
434		4.59854682
435		4.59952905
436		4.60048888
437		4.60144394
438		4.602285
439		4.603261809999999
440		4.604292
441		4.60514691
442		4.60607316
443		4.606956349999999
444		4.607818680000001
445		4.60866475
446		4.60959286
447		4.610501039999999
448		4.611376000000001
449		4.6122312700000005
450		4.613049
451		4.61386981
452		4.6147392
453		4.61553546
454		4.6163355600000004
455		4.6170943
456		4.6178025599999994
457		4.61858824
458		4.61937884
459		4.62010581
460		4.620787399999999
461		4.62149734
462		4.6221945
463		4.622842019999999
464		4.62354192
465		4.624155300000001
466		4.624761080000001
467		4.6253828200000005
468		4.62591792
469		4.62653492
470		4.6271218
471		4.62768333
472		4.628238479999999
473		4.62871651
474		4.62924042
475		4.6297585
476		4.63022336
477		4.630739849999999
478		4.6311364600000005
479		4.63155638
480		4.632019199999999
481		4.63244366
482		4.63284904
483		4.63330308
484		4.63371436
485		4.63404405
486		4.63444254
487		4.634779
488		4.6351752799999995
489		4.635548849999999
490		4.6358851
491		4.636233130000001
492		4.63656372
493		4.63688685
494		4.63721258
495		4.63751145
496		4.63782816
497		4.638133219999999
498		4.63844172
499		4.63869901
500		4.638985
510		4.641601799999999
520		4.6438808
530		4.645868699999999
540		4.6476126
550		4.6491445
560		4.650436
570		4.6513995
580		4.6520871999999995
590		4.652592500000001
600		4.652946
